Assessment_ID,Intake_Proficiency_Score,Intake_Applications_Score,Outcome_Proficiency_Score,Outcome_Applications_Score
A44870,0.192,0.246,0.383,0.583
A18706,0.549,0.46,0.741,0.79
A94965,0.157,0.21,0.331,0.304
A10888,0.304,0.18,0.828,0.741
A51538,0.172,0.163,0.487,0.334
A89804,0.192,0.15,0.852,0.737
P30497,0.232,0.109,0.5,0.379
X15815,0.137,0.245,0.248,0.385
S85037,0.562,0.576,0.787,0.651
S71284,0.176,0.206,0.275,0.338
P96373,0.912,0.718,0.952,0.854
S32554,0.524,0.56,0.75,0.751
A54535,0.181,0.115,0.431,0.286
X59099,0.277,0.177,0.741,0.811
P62383,0.185,0.319,0.278,0.394
P52822,0.324,0.089,0.739,0.696
A61997,0.557,0.529,0.717,0.717
D15412,0.677,0.46,0.806,0.728
P12288,0.192,0.113,0.322,0.35
D78380,0.487,0.424,0.764,0.755
P77474,0.394,0.403,0.71,0.66
S42686,0.753,0.653,0.879,0.83
P12813,0.205,0.213,0.483,0.391
X74949,0.245,0.152,0.417,0.297
A11673,0.653,0.462,0.779,0.519
D87072,0.55,0.366,0.809,0.685
S51637,0.169,0.151,0.337,0.393
S11269,0.508,0.388,0.734,0.632
D28333,0.258,0.203,0.515,0.157
A32329,0.12,0.181,0.502,0.502
P27897,0.686,0.444,0.832,0.663
P64463,0.258,0.175,0.673,0.398
X14294,0.514,0.415,0.747,0.704
X83734,0.429,0.388,0.718,0.64
S23595,0.399,0.343,0.637,0.791
P10371,0.185,0.234,0.841,0.675
A24978,0.613,0.543,0.794,0.755
A75522,0.284,0.286,0.863,0.743
D86008,0.29,0.197,0.808,0.78
P15956,0.206,0.248,0.606,0.56
P26785,0.245,0.223,0.867,1.0
X76418,0.486,0.451,0.71,0.721
P55679,0.591,0.38,0.852,0.601
S96286,0.229,0.287,0.467,0.505
A28536,0.482,0.406,0.718,0.669
A24101,0.687,0.662,0.9,0.935
P46090,0.649,0.442,0.748,0.679
S50672,0.22,0.156,0.689,0.583
D31751,0.565,0.422,0.735,0.788
A67038,0.55,0.475,0.779,0.76
P85590,0.538,0.353,0.777,0.626
A18241,0.516,0.465,0.671,0.611
D13413,0.285,0.087,0.679,0.819
P28857,0.519,0.414,0.648,0.655
A42071,0.154,0.161,0.588,0.617
S30300,0.156,0.124,0.962,0.99
X65656,0.65,0.509,0.759,0.728
X35962,0.333,0.228,0.768,0.765
S73959,0.61,0.563,0.765,0.725
D77419,0.606,0.525,0.738,0.68
D52006,0.295,0.237,0.928,0.849
D84475,0.563,0.443,0.772,0.719
D19281,0.443,0.474,0.748,0.706
A42148,0.462,0.342,0.856,0.664
D96607,0.319,0.396,0.721,0.71
S33701,0.56,0.349,0.813,0.74
S59372,0.634,0.511,0.726,0.695
S70789,0.33,0.221,0.832,0.776
A35478,0.226,0.21,0.577,0.437
P77499,0.559,0.387,0.821,0.695
A98004,0.434,0.396,0.857,0.795
X76501,0.178,0.143,0.496,0.5
A84541,0.667,0.516,0.816,0.674
A20446,0.669,0.373,0.772,0.584
D44631,0.526,0.337,0.778,0.651
S34990,0.164,0.161,0.417,0.41
D12937,0.19,0.307,0.67,0.633
X78105,0.345,0.222,0.94,0.808
S36077,0.571,0.476,0.768,0.523
A17651,0.499,0.436,0.702,0.708
S71942,0.671,0.48,0.798,0.629
X29723,0.168,0.111,0.234,0.283
A40635,0.618,0.523,0.782,0.664
P85687,0.34,0.168,0.774,0.656
S66290,0.465,0.361,0.736,0.844
S20249,0.297,0.292,0.847,0.876
X54106,0.502,0.431,0.712,0.555
A48618,0.273,0.138,0.378,0.218
P74442,0.589,0.564,0.768,0.832
A56476,0.288,0.283,0.849,0.848
S38259,0.538,0.443,0.765,0.836
A96099,0.485,0.435,0.68,0.822
X33323,0.393,0.419,0.722,0.623
D38258,0.335,0.359,0.882,0.725
D44298,0.48,0.418,0.595,0.746
P55290,0.546,0.406,0.798,0.653
D76422,0.235,0.235,0.626,0.467
D55560,0.264,0.208,0.77,0.626
X25680,0.656,0.504,0.862,0.708
P63082,0.387,0.345,0.633,0.715
P49749,0.674,0.46,0.82,0.687
D24413,0.452,0.437,0.706,0.638
S43692,0.613,0.547,0.813,0.673
X56612,0.094,0.249,0.272,0.411
A92713,0.252,0.228,0.51,0.48
P34137,0.264,0.12,0.509,0.352
P22156,0.565,0.49,0.766,0.722
P25496,0.289,0.231,0.917,0.852
P64670,0.191,0.236,0.432,0.531
P21605,0.215,0.197,0.288,0.299
P50002,0.605,0.476,0.732,0.756
S81357,0.242,0.169,0.869,0.679
S61819,0.572,0.419,0.791,0.659
X41956,0.404,0.5,0.767,0.734
X40209,0.567,0.353,0.849,0.776
S34156,0.361,0.447,0.72,0.781
X36914,0.371,0.383,0.606,0.672
S74969,0.24,0.228,0.41,0.332
A59699,0.512,0.533,0.688,0.763
P71831,0.463,0.523,0.729,0.77
D90068,0.435,0.431,0.689,0.608
X98732,0.59,0.537,0.787,0.747
A69527,0.266,0.22,0.725,0.61
D18307,0.529,0.52,0.744,0.7
A80317,0.608,0.395,0.732,0.669
X17120,0.688,0.484,0.868,0.765
P31471,0.119,0.223,0.39,0.517
X29244,0.51,0.43,0.71,0.56
A96351,0.55,0.628,0.709,0.755
D25365,0.439,0.367,0.795,0.719
X28448,0.208,0.193,0.906,0.932
X54174,0.493,0.402,0.709,0.737
A46193,0.207,0.219,0.838,0.797
A95150,0.599,0.46,0.731,0.705
X76838,0.351,0.211,0.544,0.559
D63632,0.775,0.73,0.923,0.926
S74460,0.238,0.199,0.387,0.363
A82554,0.802,0.711,0.899,0.891
P77190,0.616,0.462,0.831,0.713
S52318,0.522,0.441,0.775,0.719
D75716,0.394,0.46,0.702,0.78
S97726,0.701,0.518,0.819,0.727
X90847,0.253,0.285,0.646,0.542
P55270,0.259,0.199,0.95,1.0
A32664,0.187,0.245,0.357,0.749
S63683,0.196,0.28,0.576,0.478
P76900,0.615,0.463,0.77,0.746
P18736,0.786,0.616,0.902,0.719
X42033,0.25,0.148,0.459,0.23
S90118,0.31,0.266,0.692,0.77
A71603,0.546,0.362,0.823,0.764
X50750,0.484,0.379,0.779,0.717
S69190,0.155,0.227,0.804,0.824
S51021,0.857,0.674,0.913,0.82
A38441,0.5,0.527,0.627,0.699
X19290,0.218,0.154,0.443,0.394
A76217,0.213,0.14,0.444,0.574
P97781,0.588,0.501,0.837,0.702
X60333,0.755,0.66,0.918,0.835
X28354,0.247,0.232,0.452,0.416
X79317,0.254,0.196,0.755,0.903
D87732,0.634,0.481,0.796,0.674
D56405,0.221,0.219,0.911,0.808
D45693,0.392,0.407,0.783,0.804
S15004,0.403,0.434,0.768,0.797
A64177,0.431,0.414,0.74,0.868
S55185,0.465,0.338,0.747,0.663
X48401,0.345,0.363,0.733,0.703
X27968,0.398,0.439,0.64,0.706
P18439,0.419,0.124,0.737,0.762
P32968,0.192,0.1,0.45,0.222
X74691,0.538,0.325,0.781,0.815
A54971,0.592,0.532,0.761,0.767
D97745,0.239,0.239,0.721,0.507
D63436,0.296,0.242,0.687,0.807
S37635,0.716,0.523,0.877,0.672
A69567,0.493,0.388,0.812,0.772
D12026,0.515,0.34,0.776,0.635
A46784,0.409,0.477,0.877,0.913
A94181,0.584,0.428,0.822,0.69
A45230,0.33,0.184,0.816,0.79
X34235,0.465,0.456,0.772,0.753
A45705,0.338,0.283,0.827,0.786
P51071,0.182,0.178,0.301,0.223
A93947,0.246,0.106,0.828,0.565
A47815,0.336,0.365,0.793,0.743
X23564,0.537,0.614,0.729,0.743
S54004,0.226,0.172,0.758,0.78
D74698,0.499,0.489,0.764,0.826
P80138,0.428,0.36,0.917,0.711
D97475,0.825,0.744,0.976,0.922
S16003,0.525,0.415,0.765,0.726
D48758,0.462,0.429,0.652,0.639
P52754,0.599,0.366,0.796,0.821
A55691,0.349,0.121,0.826,0.743
A92727,0.607,0.531,0.776,0.601
A31760,0.207,0.171,0.425,0.258
P71165,0.621,0.551,0.823,0.767
D80319,0.317,0.197,0.719,0.833
X36235,0.149,0.186,0.393,0.409
D61465,0.643,0.549,0.756,0.706
X45558,0.218,0.201,0.546,0.557
D31771,0.367,0.311,0.824,0.656
X93067,0.399,0.347,0.79,0.735
D43667,0.208,0.226,0.831,0.855
D94945,0.311,0.19,0.814,0.682
D78508,0.666,0.54,0.743,0.84
D28702,0.545,0.516,0.793,0.755
D71558,0.628,0.604,0.77,0.726
P90435,0.225,0.131,0.534,0.711
X23081,0.307,0.216,0.907,0.8
D92645,0.612,0.47,0.733,0.717
X94142,0.213,0.288,0.584,0.691
X13115,0.252,0.241,0.611,0.469
D30633,0.468,0.452,0.806,0.674
S22895,0.614,0.565,0.766,0.81
S94571,0.629,0.473,0.785,0.61
S66972,0.641,0.472,0.784,0.632
S62068,0.74,0.648,0.813,0.815
P73926,0.349,0.235,0.711,0.369
X40977,0.572,0.41,0.722,0.589
D11874,0.358,0.316,0.526,0.461
A42226,0.656,0.622,0.802,0.796
A25328,0.507,0.49,0.74,0.649
S71695,0.176,0.176,0.549,0.418
A43558,0.188,0.268,0.493,0.594
P48122,0.512,0.424,0.763,0.768
A69127,0.327,0.404,0.698,0.666
S47289,0.471,0.425,0.827,0.771
P99272,0.427,0.458,0.694,0.676
A90052,0.235,0.137,0.466,0.309
A16047,0.279,0.255,0.804,0.776
X23263,0.58,0.496,0.713,0.743
S50970,0.502,0.352,0.704,0.631
X80352,0.669,0.54,0.815,0.67
P69555,0.257,0.216,0.283,0.359
P64388,0.573,0.432,0.836,0.724
A68186,0.479,0.411,0.683,0.737
P98498,0.616,0.585,0.759,0.777
S36435,0.277,0.208,0.384,0.375
A93993,0.581,0.382,0.75,0.709
P45048,0.284,0.185,0.783,0.905
A13541,0.46,0.422,0.649,0.731
A89786,0.314,0.163,0.832,0.699
D84107,0.447,0.517,0.616,0.681
S10569,0.526,0.501,0.77,0.67
A89516,0.53,0.388,0.746,0.685
P18604,0.398,0.394,0.618,0.817
A61352,0.208,0.084,0.479,0.382
P18170,0.226,0.141,0.408,0.463
D17601,0.227,0.269,0.89,1.0
X29112,0.269,0.246,0.666,0.724
D72710,0.515,0.488,0.794,0.785
X80952,0.367,0.309,0.856,0.799
A32094,0.489,0.477,0.734,0.794
X20103,0.806,0.721,0.897,0.915
X56598,0.347,0.526,0.661,0.745
P20115,0.228,0.219,0.762,0.57
S45726,0.322,0.279,0.72,0.775
A41321,0.125,0.131,1.0,0.854
X42855,0.549,0.358,0.785,0.746
A28861,0.416,0.47,0.763,0.753
X24886,0.278,0.177,0.338,0.381
P70567,0.604,0.615,0.697,0.769
A76855,0.225,0.199,0.547,0.468
X64719,0.626,0.435,0.829,0.786
D72506,0.642,0.55,0.72,0.679
D98590,0.269,0.265,0.305,0.398
S42378,0.324,0.112,0.755,0.653
A81930,0.605,0.476,0.786,0.732
A61572,0.376,0.389,0.637,0.554
P67656,0.284,0.179,0.813,0.651
P93833,0.167,0.215,0.407,0.365
S66605,0.438,0.338,0.739,0.655
S63308,0.251,0.127,0.76,0.666
D83520,0.531,0.484,0.726,0.733
S73199,0.3,0.16,0.811,0.807
D56781,0.208,0.127,1.0,0.97
X68983,0.494,0.437,0.779,0.684
S56940,0.344,0.281,0.825,0.653
S85569,0.839,0.58,0.921,0.763
X65592,0.28,0.28,0.498,0.46
P24288,0.535,0.38,0.879,0.777
A38154,0.651,0.493,0.791,0.692
D40262,0.363,0.429,0.664,0.679
S68297,0.485,0.511,0.817,0.852
S22240,0.667,0.562,0.796,0.799
P20894,0.487,0.392,0.7,0.689
X29913,0.298,0.25,0.767,0.769
D11534,0.621,0.362,0.772,0.68
S61539,0.742,0.727,0.883,0.868
P49637,0.4,0.416,0.755,0.583
P88561,0.585,0.451,0.847,0.732
X94188,0.325,0.395,0.7,0.743
S56112,0.564,0.415,0.762,0.626
P88374,0.275,0.285,0.777,0.786
A95244,0.737,0.485,0.831,0.72
D61215,0.716,0.642,0.853,0.862
S19116,0.572,0.438,0.715,0.648
A89259,0.237,0.15,0.493,0.417
A98418,0.273,0.16,0.808,0.743
X26347,0.642,0.524,0.796,0.745
S11258,0.293,0.197,0.684,0.849
S89377,0.584,0.329,0.831,0.751
A20709,0.214,0.174,0.449,0.569
A77936,0.543,0.577,0.778,0.74
D71350,0.184,0.125,0.388,0.36
S40005,0.729,0.665,0.819,0.849
A19284,0.266,0.295,0.33,0.2
P95980,0.267,0.248,0.835,0.849
S33145,0.16,0.254,0.543,0.466
S58690,0.244,0.326,0.521,0.668
A11811,0.712,0.568,0.81,0.714
X62044,0.633,0.437,0.822,0.763
D54470,0.305,0.253,0.856,0.636
S24042,0.319,0.36,0.697,0.595
P85175,0.678,0.422,0.762,0.654
A81079,0.216,0.162,0.504,0.458
P79013,0.257,0.292,0.828,0.961
P15172,0.556,0.412,0.691,0.738
P32459,0.649,0.523,0.799,0.77
A87201,0.273,0.267,0.296,0.483
D52511,0.204,0.086,0.493,0.353
P27562,0.367,0.201,0.752,0.654
P92986,0.616,0.516,0.744,0.757
D97899,0.778,0.7,0.926,0.893
A50334,0.758,0.494,0.845,0.721
X10003,0.496,0.318,0.745,0.563
P96134,0.524,0.416,0.699,0.538
D28713,0.234,0.179,0.733,0.77
P90366,0.451,0.415,0.81,0.908
X60517,0.39,0.353,0.862,0.824
P22296,0.255,0.215,0.88,0.74
A35303,0.456,0.388,0.893,0.803
A77198,0.634,0.495,0.781,0.684
S43878,0.361,0.211,0.909,0.914
A19605,0.489,0.381,0.738,0.652
X38582,0.617,0.436,0.822,0.719
X14062,0.292,0.139,0.87,0.909
D26624,0.357,0.423,0.945,0.81
A75312,0.515,0.44,0.709,0.758
A46945,0.224,0.224,0.349,0.449
A45583,0.556,0.454,0.739,0.675
P97553,0.672,0.429,0.797,0.649
P45517,0.476,0.344,0.658,0.812
P83463,0.343,0.223,0.828,0.824
S23605,0.654,0.473,0.806,0.742
A74649,0.254,0.222,0.618,0.597
D95738,0.168,0.166,0.923,0.829
S43943,0.681,0.447,0.792,0.734
X54241,0.213,0.171,0.504,0.541
P13399,0.202,0.233,0.572,0.538
X17684,0.643,0.488,0.79,0.768
X49659,0.71,0.708,0.833,0.823
X36934,0.911,0.759,0.956,0.864
D22371,0.699,0.563,0.779,0.69
P76509,0.682,0.546,0.855,0.704
X82988,0.311,0.227,0.499,0.15
X81474,0.628,0.469,0.78,0.579
S19812,0.273,0.133,0.89,0.617
D57948,0.123,0.063,0.409,0.177
A69978,0.16,0.153,0.508,0.441
P30638,0.25,0.204,0.549,0.408
D49945,0.505,0.439,0.818,0.909
P49155,0.577,0.443,0.781,0.607
X64602,0.534,0.456,0.825,0.89
A45504,0.391,0.378,0.794,0.707
A66902,0.673,0.5,0.832,0.657
S71419,0.323,0.22,0.93,0.863
S37666,0.526,0.38,0.821,0.76
D93145,0.473,0.402,0.78,0.681
P56415,0.529,0.518,0.659,0.614
D88796,0.242,0.269,0.599,0.618
P67252,0.614,0.603,0.768,0.793
S44661,0.479,0.418,0.697,0.83
A44981,0.565,0.578,0.749,0.802
S51386,0.253,0.208,0.395,0.293
P38059,0.77,0.73,0.909,0.963
P39870,0.43,0.261,0.738,0.582
D36283,0.246,0.116,0.811,0.86
X64093,0.554,0.441,0.75,0.708
D49429,0.413,0.397,0.641,0.566
D19578,0.624,0.536,0.784,0.745
D69044,0.361,0.241,0.863,0.746
A12407,0.153,0.289,0.578,0.556
X15201,0.261,0.087,0.943,0.963
A24764,0.171,0.209,0.214,0.318
S20303,0.256,0.209,0.946,0.936
P26176,0.147,0.224,0.463,0.375
D11782,0.186,0.195,0.359,0.316
D40017,0.552,0.357,0.739,0.795
P89740,0.408,0.42,0.675,0.539
S16599,0.507,0.375,0.871,0.752
D82685,0.298,0.332,0.637,0.53
S83087,0.672,0.578,0.767,0.693
D49019,0.36,0.201,1.0,0.742
X23811,0.479,0.328,0.697,0.521
A44201,0.261,0.227,0.936,0.867
X74121,0.314,0.206,0.417,0.51
S73192,0.282,0.087,0.699,0.827
D44048,0.253,0.291,1.0,0.919
D46596,0.606,0.523,0.76,0.592
A97373,0.322,0.158,0.72,0.734
S32309,0.324,0.263,0.58,0.507
P23599,0.191,0.26,0.524,0.5
D47058,0.587,0.52,0.757,0.693
D22883,0.728,0.638,0.913,0.813
P19614,0.576,0.429,0.769,0.686
P92260,0.744,0.604,0.905,0.851
P28980,0.543,0.383,0.664,0.62
D17778,0.285,0.152,0.91,0.749
P68225,0.579,0.415,0.705,0.579
X70074,0.29,0.175,0.722,0.676
P67446,0.566,0.406,0.833,0.776
D13993,0.301,0.214,0.744,0.727
A23023,0.385,0.399,0.642,0.652
X27946,0.102,0.269,0.817,0.813
D37858,0.42,0.478,0.817,0.867
A10891,0.543,0.349,0.649,0.685
A37850,0.575,0.527,0.761,0.752
S15810,0.532,0.381,0.784,0.703
P41076,0.198,0.222,0.841,0.967
P21608,0.267,0.177,0.614,0.289
P50531,0.476,0.478,0.78,0.72
P52553,0.267,0.27,0.702,0.715
D13858,0.254,0.191,0.414,0.162
S20079,0.652,0.528,0.684,0.668
S11008,0.599,0.497,0.858,0.757
P61068,0.216,0.217,0.482,0.256
X49640,0.628,0.373,0.824,0.587
D70960,0.301,0.206,0.832,0.675
A10178,0.525,0.365,0.752,0.7
P54329,0.592,0.404,0.75,0.755
P46096,0.586,0.532,0.735,0.767
P36534,0.519,0.431,0.772,0.776
P20697,0.409,0.302,0.811,0.784
X21661,0.499,0.332,0.812,0.658
P69980,0.622,0.427,0.731,0.62
D71956,0.282,0.202,0.833,0.708
D19655,0.145,0.169,0.489,0.466
X26792,0.493,0.424,0.743,0.748
A79582,0.616,0.534,0.83,0.726
A49029,0.368,0.253,0.833,0.886
X97585,0.529,0.434,0.836,0.747
D22374,0.404,0.345,0.675,0.679
D73091,0.285,0.22,0.675,0.745
A71654,0.261,0.266,0.532,0.575
P41997,0.629,0.463,0.824,0.68
A65285,0.618,0.538,0.805,0.751
D13656,0.215,0.125,0.162,0.223
P62372,0.164,0.293,1.0,0.821
P86412,0.333,0.204,0.754,0.774
S36949,0.853,0.808,0.917,0.936
X77620,0.268,0.214,0.755,0.691
P51903,0.137,0.074,0.19,0.316
S86139,0.22,0.215,0.646,0.666
A55749,0.59,0.532,0.76,0.702
X45640,0.579,0.405,0.683,0.646
A26752,0.584,0.562,0.798,0.699
P22451,0.29,0.176,0.97,0.909
P23043,0.145,0.144,0.603,0.324
S92006,0.199,0.245,0.66,0.431
P73626,0.546,0.461,0.741,0.669
X85014,0.145,0.198,0.531,0.513
D10026,0.563,0.409,0.758,0.753
A41799,0.301,0.207,0.862,0.73
P36253,0.24,0.18,0.566,0.415
D76479,0.217,0.181,0.834,0.778
A10182,0.149,0.254,0.528,0.594
A49343,0.639,0.541,0.805,0.784
X78165,0.481,0.33,0.633,0.714
A73034,0.321,0.172,0.883,0.733
S21322,0.766,0.688,0.911,0.851
A58060,0.349,0.15,0.822,0.816
A13764,0.657,0.468,0.738,0.682
A11097,0.23,0.233,0.439,0.359
D80852,0.205,0.11,0.576,0.34
S21672,0.649,0.506,0.818,0.682
D77930,0.62,0.44,0.771,0.864
P13907,0.542,0.462,0.803,0.735
D34385,0.542,0.389,0.763,0.52
P31033,0.26,0.186,0.502,0.358
A81691,0.56,0.432,0.79,0.696
S68326,0.313,0.265,0.808,0.852
S98150,0.232,0.196,0.61,0.446
S17899,0.196,0.243,0.492,0.382
X29037,0.208,0.214,0.4,0.28
X14742,0.816,0.746,0.907,0.884
X85244,0.669,0.538,0.814,0.608
S90240,0.17,0.11,0.586,0.425
S66307,0.366,0.34,0.823,0.714
X93207,0.785,0.717,0.891,0.921
P79154,0.606,0.479,0.759,0.733
A41322,0.397,0.228,0.874,0.885
A85113,0.772,0.522,0.834,0.744
X34781,0.633,0.509,0.806,0.641
A67258,0.159,0.169,0.362,0.459
D53518,0.543,0.427,0.797,0.668
X28711,0.407,0.352,0.637,0.507
P78516,0.174,0.21,0.529,0.428
S69822,0.65,0.438,0.836,0.678
D87009,0.308,0.176,0.925,0.814
S89953,0.141,0.243,0.427,0.49
D77383,0.038,0.109,0.375,0.397
D24906,0.238,0.139,0.894,0.815
D67345,0.308,0.088,1.0,0.894
P36429,0.748,0.731,0.882,0.902
X31341,0.423,0.398,0.688,0.757
D56951,0.561,0.518,0.849,0.705
S82872,0.559,0.356,0.775,0.771
S98391,0.644,0.547,0.754,0.838
A56066,0.295,0.247,0.809,0.706
P30423,0.468,0.391,0.78,0.648
A69169,0.54,0.315,0.765,0.772
S51604,0.179,0.196,0.34,0.389
X42691,0.081,0.242,0.872,0.841
P90431,0.653,0.566,0.79,0.726
X88136,0.463,0.468,0.775,0.722
S74085,0.375,0.45,0.69,0.71
X20821,0.468,0.438,0.802,0.842
P57117,0.534,0.437,0.775,0.596
S80939,0.645,0.513,0.834,0.662
S39374,0.197,0.162,0.626,0.298
A68378,0.162,0.233,0.456,0.673
X76598,0.534,0.449,0.742,0.619
A29977,0.209,0.27,0.535,0.523
X15042,0.241,0.169,0.375,0.449
D34928,0.525,0.472,0.9,0.699
D98067,0.246,0.229,0.59,0.368
D16019,0.62,0.517,0.683,0.729
P47271,0.333,0.221,0.752,0.757
S22245,0.558,0.35,0.689,0.744
S88165,0.532,0.399,0.788,0.765
A64923,0.428,0.36,0.784,0.786
P69260,0.687,0.464,0.861,0.815
A77573,0.415,0.544,0.629,0.736
P46162,0.631,0.524,0.748,0.61
A46624,0.22,0.15,0.415,0.386
D76082,0.781,0.75,0.887,0.883
S84999,0.277,0.137,0.737,0.939
D69848,0.165,0.175,0.457,0.382
S76045,0.323,0.193,0.767,0.862
A32077,0.535,0.326,0.782,0.788
X19231,0.534,0.319,0.777,0.72
A26840,0.499,0.337,0.741,0.586
S12780,0.224,0.179,0.927,0.817
S23457,0.281,0.243,0.573,0.639
D27178,0.212,0.237,0.53,0.618
P90338,0.494,0.391,0.805,0.756
S76961,0.436,0.387,0.715,0.732
P47496,0.154,0.156,0.66,0.492
X67807,0.205,0.171,0.865,0.993
X64527,0.725,0.433,0.822,0.645
D65033,0.91,0.647,0.96,0.876
A49103,0.426,0.369,0.637,0.525
P16201,0.276,0.18,0.631,0.816
D28645,0.416,0.23,0.897,0.765
P81280,0.493,0.4,0.824,0.766
X78679,0.52,0.409,0.798,0.709
S80884,0.307,0.273,0.735,0.75
X75738,0.585,0.503,0.672,0.658
A90551,0.194,0.146,0.61,0.28
D56745,0.579,0.467,0.78,0.63
A79728,0.215,0.165,0.772,0.636
D17671,0.662,0.523,0.779,0.733
P57790,0.181,0.168,0.537,0.62
X47895,0.255,0.17,1.0,1.0
A76482,0.189,0.251,0.623,0.71
A54804,0.529,0.486,0.744,0.818
A95872,0.143,0.216,0.408,0.491
S26561,0.203,0.177,0.853,0.946
X95555,0.171,0.217,0.644,0.506
X54051,0.271,0.165,0.369,0.652
S98801,0.188,0.169,0.381,0.398
S73250,0.17,0.15,0.536,0.427
S43724,0.301,0.232,0.85,0.767
X80372,0.449,0.397,0.687,0.682
D23803,0.211,0.252,0.736,0.818
A25188,0.521,0.329,0.74,0.735
X58062,0.482,0.411,0.747,0.791
P31904,0.27,0.165,0.781,0.831
D83620,0.437,0.413,0.682,0.563
D62864,0.677,0.449,0.746,0.543
X67026,0.157,0.251,0.276,0.401
P53933,0.513,0.399,0.79,0.657
S26319,0.382,0.408,0.856,0.898
D27624,0.207,0.244,0.936,0.707
P49425,0.233,0.2,0.656,0.546
P46719,0.211,0.198,0.467,0.554
A58858,0.576,0.536,0.733,0.73
D37212,0.692,0.472,0.801,0.682
P60972,0.732,0.781,0.88,0.908
S72751,0.205,0.163,0.3,0.475
P29097,0.212,0.182,0.596,0.459
S66640,0.694,0.468,0.799,0.732
D93005,0.272,0.154,0.745,0.857
P60192,0.348,0.446,0.823,0.688
S49035,0.229,0.199,0.98,1.0
A25955,0.564,0.505,0.841,0.694
D93872,0.184,0.252,0.592,0.619
D85119,0.234,0.275,0.491,0.427
X94901,0.876,0.649,0.933,0.874
X86954,0.555,0.436,0.815,0.71
A53542,0.485,0.363,0.686,0.63
S83064,0.57,0.549,0.709,0.863
A37446,0.285,0.227,0.912,0.937
S11547,0.608,0.536,0.803,0.753
A87079,0.226,0.203,0.876,0.793
D36611,0.535,0.368,0.816,0.792
A69253,0.601,0.487,0.874,0.731
A53604,0.603,0.483,0.85,0.66
A96517,0.432,0.357,0.635,0.711
X54102,0.321,0.145,0.757,0.626
D20928,0.21,0.192,0.489,0.568
X51875,0.214,0.26,0.799,0.888
X70660,0.525,0.423,0.743,0.7
S83782,0.562,0.396,0.696,0.738
S14138,0.653,0.505,0.842,0.736
S44860,0.7,0.557,0.841,0.626
D26417,0.24,0.292,0.585,0.856
D95297,0.446,0.425,0.767,0.73
P13020,0.242,0.226,0.335,0.309
P59997,0.536,0.369,0.694,0.662
A82557,0.346,0.414,0.623,0.512
X73165,0.253,0.209,0.901,0.8
S93068,0.189,0.123,0.457,0.4
D24828,0.719,0.541,0.833,0.703
S43015,0.922,0.753,0.937,0.919
X40365,0.286,0.205,0.63,0.562
A31035,0.566,0.456,0.77,0.725
D85154,0.52,0.539,0.714,0.693
X52293,0.46,0.41,0.751,0.749
S21582,0.306,0.173,0.889,0.712
P93147,0.702,0.529,0.825,0.605
S53381,0.201,0.195,0.277,0.405
D78709,0.508,0.52,0.699,0.793
P91137,0.382,0.601,0.597,0.671
A45253,0.327,0.289,0.914,0.611
D12742,0.63,0.48,0.749,0.745
P62739,0.198,0.16,0.279,0.398
D12856,0.433,0.341,0.684,0.626
S25983,0.197,0.14,0.825,0.658
S88402,0.524,0.38,0.748,0.732
P21756,0.161,0.131,0.495,0.499
P24966,0.157,0.162,0.555,0.345
P18044,0.516,0.465,0.671,0.753
A49402,0.597,0.508,0.778,0.706
A53817,0.174,0.209,1.0,1.0
D37818,0.541,0.342,0.789,0.663
A18252,0.439,0.397,0.754,0.603
D37720,0.503,0.385,0.882,0.816
S78328,0.503,0.545,0.818,0.748
S20785,0.697,0.513,0.801,0.68
S65222,0.16,0.296,0.581,0.643
P68759,0.32,0.299,0.927,0.682
D39460,0.29,0.212,0.614,0.538
X32927,0.601,0.451,0.743,0.619
X59507,0.159,0.227,0.966,0.9
A62224,0.566,0.43,0.766,0.721
A53251,0.488,0.438,0.872,0.777
P79565,0.491,0.405,0.778,0.725
D97094,0.445,0.375,0.821,0.554
P75318,0.589,0.519,0.813,0.736
X20616,0.211,0.18,1.0,0.9
P19676,0.641,0.559,0.748,0.753
S95123,0.37,0.501,0.644,0.805
S56586,0.285,0.222,0.84,0.741
D43070,0.609,0.522,0.808,0.686
A11207,0.714,0.655,0.863,0.839
D22446,0.662,0.526,0.79,0.634
X41648,0.632,0.559,0.79,0.743
P72181,0.25,0.16,0.301,0.255
A71541,0.494,0.39,0.679,0.613
A64579,0.6,0.533,0.781,0.793
X59735,0.421,0.422,0.815,0.785
S38971,0.531,0.401,0.716,0.743
P82270,0.837,0.642,0.887,0.813
X50140,0.507,0.448,0.711,0.695
P95774,0.713,0.656,0.86,0.826
P70703,0.339,0.359,0.638,0.58
P10636,0.562,0.448,0.72,0.608
A70023,0.278,0.18,0.299,0.269
S85116,0.203,0.235,0.495,0.42
S35061,0.219,0.222,0.387,0.369
S42414,0.154,0.21,0.272,0.367
P62226,0.251,0.198,0.77,0.824
P49169,0.512,0.391,0.803,0.708
S66575,0.229,0.224,0.968,0.891
X62881,0.193,0.237,0.914,0.861
S73635,0.183,0.199,0.45,0.439
P76582,0.156,0.198,0.784,0.981
X40609,0.543,0.331,0.825,0.78
S84766,0.407,0.392,0.783,0.71
A89681,0.71,0.409,0.826,0.559
P81582,0.155,0.172,0.392,0.15
X20791,0.774,0.639,0.918,0.846
D72798,0.638,0.478,0.843,0.672
